"","case_no","visa_type","fy","last_event_date","case_status","n_requested","n_certified","is_certified","certification_begin_date","certification_end_date","job_title","employer_name","employer_state","employer_city","employer_address_1","employer_address_2","employer_postal_code","worksite_state","worksite_city","agent_name","organization_flag","is_duplicate"
"106",1307061,"H-2B",2001,2001-02-22,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"KITCHEN HELPER","WLH MANAGEMENT CORP. DBA WARREN'S LOBSTER HOUSE","ME","KITTERY",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"107",1307058,"H-2B",2001,2001-02-22,"CERTIFIED, TEMPORARY",21,21,"True",NA,NA,"CLEANER, HOUSEKEEPING","BLACK POINT INN","ME","SCARBOROUGH",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"108",1307057,"H-2B",2001,2001-02-22,"CERTIFIED, TEMPORARY",19,19,"True",NA,NA,"DINING ROOM ATTENDANT","BLACK POINT INN","ME","SCARBOROUGH",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"109",1307092,"H-2B",2001,2001-02-26,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"COOK","WOLTERBEEK ENTERPRISES, DBA JAKE'S SEAFOOD","ME","MOODY",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"110",1307095,"H-2B",2001,2001-02-26,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","MAINE PATEL MOTOR INN, INC. D/B/A ECONOLODGE","ME","SOUTH PORTLAND",NA,NA,NA,NA,NA,"BERNSTEIN, SHUR, SAWYER & NELSON:GEORGE HEPNER",NA,NA
"111",1307094,"H-2B",2001,2001-02-26,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE PORTLAND INN, INC. D/B/A RAMADA LIMITED","ME","PORTLAND",NA,NA,NA,NA,NA,"BERNSTEIN, SHUR, SAWYER & NELSON:GEORGE HEPNER",NA,NA
"112",1307093,"H-2B",2001,2001-02-26,"CERTIFIED, TEMPORARY",67,67,"True",NA,NA,"TREE PLANTER","RAMON FORESTRY SERVICE","ME","CLINTON",NA,NA,NA,NA,NA,"INTERNATIONAL LABOR MANAGEMENT CORP.:STAN EURY",NA,NA
"113",1307091,"H-2B",2001,2001-02-26,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"COOK","WOLTERBEEK ENTERPRISES, DBA JAKE'S SEAFOOD","ME","MOODY",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"114",1307140,"H-2B",2001,2001-02-28,"RECEIVED REGIONAL OFFICE",12,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"115",1307139,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",12,12,"True",NA,NA,"CLEANER, HOUSEKEEPING","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"116",1307141,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"DINING ROOM ATTENDANT","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"117",1307142,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"BELLHOP","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"118",1307143,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"DINING ROOM ATTENDANT","KENNEBUNKPORT INN","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"119",1307145,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",24,24,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE COLONY HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"120",1307146,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"KITCHEN HELPER","ANCHORAGE INN OF YORK INC.","ME","YORK BEACH",NA,NA,NA,NA,NA,NA,NA,NA
"121",1307148,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","NORSMAN MOTOR INN INC.","ME","OQUNQUIT",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"122",1307149,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",31,31,"True",NA,NA,"CLEANER, HOUSEKEEPING","NORSMAN MOTOR INN INC.","ME","OQUNQUIT",NA,NA,NA,NA,NA,"H.E.L.P.:JOHN YOUNG",NA,NA
"123",1307150,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","BLACKBERRY INN","ME","CAMDEN",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"124",1307144,"H-2B",2001,2001-03-02,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"DINING ROOM ATTENDANT","THE COLONY HOTEL","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"125",1307201,"H-2B",2001,2001-03-08,"DENIED, TEMPORARY",20,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","WITHAM FAMILY LTD. PARTNERSHIP, DBA BAR HARBOR INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"126",1307200,"H-2B",2001,2001-03-08,"DENIED, TEMPORARY",6,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","IDLEASE & SHORELANDS GUEST RESORT","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"127",1307266,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"CLEANER, HOUSEKEEPING","VILLAGE BY THE SEA","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"128",1307279,"H-2B",2001,2001-03-09,"DENIED, TEMPORARY",1,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","SHINING SAILS","ME","MONHEGAN ISLAND",NA,NA,NA,NA,NA,NA,NA,NA
"129",1307387,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",10,10,"True",NA,NA,"CLEANER, HOUSEKEEPING","PORTLAND HOTEL ASSOC., DBA THE EASTLAND PARK HOTEL","ME","PORTLAND",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"130",1307386,"H-2B",2001,2001-03-09,"DENIED, TEMPORARY",1,0,"False",NA,NA,NA,"ROLAND'S RENDEZVOUS","ME","MADAWASKA",NA,NA,NA,NA,NA,NA,NA,NA
"131",1307267,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"CLEANER, COMMERCIAL OR INSTITUTIONAL","THE CLIFF HOUSE & MOTELS INC.","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"132",1307268,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE CLIFF HOUSE & MOTELS INC.","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES USA:JANE ZIMMERMAN",NA,NA
"133",1307280,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"CLEANER, HOUSEKEEPING","BIRCHES RESORTS, INC.","ME","GREENVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"134",1307323,"H-2B",2001,2001-03-09,"DENIED, TEMPORARY",18,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","EMBASSY SUITES HOTEL","ME","PORTLAND",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"135",1307278,"H-2B",2001,2001-03-09,"DENIED, TEMPORARY",4,0,"False",NA,NA,"CLEANER, HOUSEKEEPING","THE WELBY INN","ME","KENNBUNKPORT",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"136",1307269,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"KITCHEN HELPER","THE CLIFF HOUSE & MOTELS INC.","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES USA:JANE ZIMMERMAN",NA,NA
"137",1307271,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"KITCHEN HELPER","PORTLAND HOTEL ASSOC., DBA THE EASTLAND PARK HOTEL","ME","PORTLAND",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES USA:JANE ZIMMERMAN",NA,NA
"138",1307274,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"CLEANER, HOUSEKEEPING","INN VENTURE CORP DBA THE CAPTAIN JEFFERDS INN","ME","KENNEBUNKPORT",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"139",1307270,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","DMJK ENTERPRISES INC DBA THE BLUE HILL INN","ME","BLUE HILL",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES USA:JANE ZIMMERMAN",NA,NA
"140",1307324,"H-2B",2001,2001-03-09,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"WAITER/WAITRESS, FORMAL","THE CLIFF HOUSE & MOTELS INC.","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"141",1307325,"H-2B",2001,2001-03-12,"CERTIFIED, TEMPORARY",100,100,"True",NA,NA,"FOREST WORKER","G&P FORESTRY SERVICE INC.","ME","ASHLAND",NA,NA,NA,NA,NA,"INTERNATIONAL LABOR MANAGEMENT CORP.:STAN EURY",NA,NA
"142",1307457,"H-2B",2001,2001-03-13,"DENIED, TEMPORARY",1,0,"False",NA,NA,"CHEF","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"143",1307458,"H-2B",2001,2001-03-13,"DENIED, TEMPORARY",2,0,"False",NA,NA,"COOK","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"144",1307451,"H-2B",2001,2001-03-13,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"LIFEGUARD","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"145",1307452,"H-2B",2001,2001-03-13,"CERTIFIED, TEMPORARY",43,43,"True",NA,NA,"COUNSELOR, CAMP","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"146",1307453,"H-2B",2001,2001-03-13,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"KITCHEN HELPER","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"147",1307454,"H-2B",2001,2001-03-13,"DENIED, TEMPORARY",1,0,"False",NA,NA,"BAKER","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"148",1307455,"H-2B",2001,2001-03-13,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"ATTENDANT, CAMPGROUND","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"149",1307450,"H-2B",2001,2001-03-13,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"COUNSELOR, CAMP","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"150",1307456,"H-2B",2001,2001-03-13,"DENIED, TEMPORARY",8,0,"False",NA,NA,"COUNSELOR, CAMP","CAMP TEKAKWITHA","ME","LEEDS",NA,NA,NA,NA,NA,NA,NA,NA
"151",1307531,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"KITCHEN HELPER","THE GREY GULL INC.","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"152",1307526,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",18,18,"True",NA,NA,"CLEANER, HOUSEKEEPING","JUNIPER HILL INN, LLC","ME","OQUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"153",1307527,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"WAITER/WAITRESS, FORMAL","SPRUCE POINT INN","ME","BOOTHBAY HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"154",1307528,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"COOK","SPRUCE POINT INN","ME","BOOTHBAY HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"155",1307530,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",18,18,"True",NA,NA,"CLEANER, HOUSEKEEPING","SPRUCE POINT INN","ME","BOOTHBAY HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"156",1307532,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","SEA CHAMBERS INC., DBA SEA CHAMBERS MOTEL","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"157",1307536,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"KITCHEN HELPER","ACADIA CORP","ME","BAR HARBOR",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"158",1307529,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"KITCHEN HELPER","SPRUCE POINT INN","ME","BOOTHBAY HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"159",1307537,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"WAITER/WAITRESS, FORMAL","ACADIA CORP","ME","BAR HARBOR",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"160",1307535,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","MIRA MONTE INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"161",1307534,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",20,20,"True",NA,NA,"CLEANER, HOUSEKEEPING","MISTY HARBOR INC.","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"162",1307533,"H-2B",2001,2001-03-15,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"HOTEL CLERK","BEAU RIVAGE INC.","ME","OLD ORCHARD BEACH",NA,NA,NA,NA,NA,NA,NA,NA
"163",1307636,"H-2B",2001,2001-03-20,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE DUNES INC., DBA THE DUNES ON THE WATERFRONT","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES USA:JANE ZIMMERMAN",NA,NA
"164",1307147,"H-2B",2001,2001-03-28,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"KITCHEN HELPER","ANCHORAGE INN OF YORK INC.","ME","YORK BEACH",NA,NA,NA,NA,NA,NA,NA,NA
"165",1308123,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"COUNTER ATTENDANT, LUNCHROOM OR COFFEE SHOP","WOLTERBEEK ENTERPRISES, DBA JAKE'S SEAFOOD","ME","MOODY",NA,NA,NA,NA,NA,NA,NA,NA
"166",1308105,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","LODGE AT MOOSEHEAD LAKE","ME","GREENVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"167",1308103,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","R & M DONNER INC., DBA INN AT OCEAN'S EDGE","ME","LINCOLNVILLE",NA,NA,NA,NA,NA,"LABOR SOLUTIONS, LLC:KATHY WARREN",NA,NA
"168",1308106,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",15,15,"True",NA,NA,"CLEANER, HOUSEKEEPING","MEADOWMERE RESORT CORP.","ME","OQUNGUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"169",1308113,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",11,11,"True",NA,NA,"COOK","LAFAYETTE HOTELS","ME","WELLS BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"170",1308110,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",8,8,"True",NA,NA,"KITCHEN HELPER","VINNY'S EAST COAST GRILLE","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"171",1308112,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",9,9,"True",NA,NA,"WAITER/WAITRESS, FORMAL","LAFAYETTE HOTELS","ME","WELLS BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"172",1308124,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",18,18,"True",NA,NA,"DINING ROOM ATTENDANT","WITHAM FAMILY LTD. PARTNERSHIP, DBA BAR HARBOR INN","ME","BAR HARBOR",NA,NA,NA,NA,NA,"INTERNATIONAL PLACEMENTS, INC.:DIANE DELINKO-TAYLOR",NA,NA
"173",1308117,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"COOK","FAMILY FARE INC. DBA MAINE DINER","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"174",1308111,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",2,2,"True",NA,NA,"COOK HELPER","THE NEWCASTLE INN, INC.","ME","NEWCASTLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"175",1308118,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",8,8,"True",NA,NA,"KITCHEN HELPER","MACDONALD MANAGEMENT, DBA HURRICANE RESTAURANT","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"176",1308120,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",61,61,"True",NA,NA,"CLEANER, HOUSEKEEPING","LAFAYETTE HOTELS","ME","WELLS BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"177",1308121,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","THE NEWCASTLE INN, INC.","ME","NEWCASTLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"178",1308122,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","ALOUETTE ATLANTIC RESORTS LLC, DBA ALOUETTE BEACH","ME","OLD ORCHARD BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"179",1308108,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"CLEANER, HOUSEKEEPING","INN AT SUNRISE POINT","ME","LINCOLNVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"180",1308116,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"KITCHEN HELPER","FAMILY FARE INC. DBA MAINE DINER","ME","WELLS",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"181",1308104,"H-2B",2001,2001-03-30,"CERTIFIED, TEMPORARY",5,5,"True",NA,NA,"CLEANER, HOUSEKEEPING","BEACHMERE FAMILY LTD. PARTNERSHIP, DBA BEACHMERE","ME","OGUNQUIT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"182",1308133,"H-2B",2001,2001-04-02,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"KITCHEN HELPER","LOBSTER POUND RESTAURANT INC.","ME","LINCOLNVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"183",1308132,"H-2B",2001,2001-04-02,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"COOK","LOBSTER POUND RESTAURANT INC.","ME","LINCOLNVILLE",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"184",1308114,"H-2B",2001,2001-04-04,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL","LAFAYETTE HOTELS","ME","WELLS BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"185",1308115,"H-2B",2001,2001-04-04,"CERTIFIED, TEMPORARY",18,18,"True",NA,NA,"TRAVEL CLERK","LAFAYETTE HOTELS","ME","WELLS BEACH",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"186",1308192,"H-2B",2001,2001-04-04,"CERTIFIED, TEMPORARY",6,6,"True",NA,NA,"CLEANER, HOUSEKEEPING","MAJESTIC REGENCY MOTEL","ME","MOODY",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"187",1308225,"H-2B",2001,2001-04-05,"DENIED, TEMPORARY",1,0,"False",NA,NA,"INSTRUCTOR, SPORTS","GOULD ENTERPRISES INC., DBA POINT SEBAGO RESORT","ME","CASCO",NA,NA,NA,NA,NA,NA,NA,NA
"188",1308246,"H-2B",2001,2001-04-09,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"CLEANER, HOUSEKEEPING","MAINE COURSE HOSPITALITY GROUP, DBA FREEPORT CAFE","ME","FREEPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"189",1308245,"H-2B",2001,2001-04-09,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"COOK","MAINE COURSE HOSPITALITY GROUP, DBA FREEPORT CAFE","ME","FREEPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"190",1308242,"H-2B",2001,2001-04-10,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"DINING ROOM ATTENDANT","ASTIKIM CORPORATION","ME","NORTHEAST HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"191",1308240,"H-2B",2001,2001-04-10,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"CLEANER, HOUSEKEEPING","WINGHUT HOSPITALITY LLC DBA COMFORT SUITE","ME","FREEPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"192",1308285,"H-2B",2001,2001-04-10,"CERTIFIED, TEMPORARY",7,7,"True",NA,NA,"CLEANER, HOUSEKEEPING","OCEAN POINT INN","ME","EAST BOOTH BAY",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"193",1308287,"H-2B",2001,2001-04-10,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"FAST FOODS WORKER","BURGER KING (MC MANAGEMENT)","ME","PORTLAND",NA,NA,NA,NA,NA,NA,NA,NA
"194",1308241,"H-2B",2001,2001-04-10,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","ASTIKIM CORPORATION","ME","NORTHEAST HARBOR",NA,NA,NA,NA,NA,NA,NA,NA
"195",1308552,"H-2B",2001,2001-04-19,"DENIED, TEMPORARY",1,0,"False",NA,NA,"GUIDE","WINDFALL RAFTING INC.","ME","JACKMAN",NA,NA,NA,NA,NA,NA,NA,NA
"196",1308685,"H-2B",2001,2001-04-24,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"197",1308686,"H-2B",2001,2001-04-25,"CERTIFIED, TEMPORARY",4,4,"True",NA,NA,"KITCHEN HELPER","STAGE NECK INN","ME","YORK HARBOR",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"198",1308687,"H-2B",2001,2001-04-25,"CERTIFIED, TEMPORARY",3,3,"True",NA,NA,"COOK","MUDDY RUDDER RESTAURANT","ME","FREEPORT",NA,NA,NA,NA,NA,"ANTIOCH ASSOCIATES U.S.A.:JANE ZIMMERMAN",NA,NA
"199",1308799,"H-2B",2001,2001-04-30,"CERTIFIED, TEMPORARY",1,1,"True",NA,NA,"COOK","ISLESFORD DOCK RESTAURANT","ME","ISLESFORD",NA,NA,NA,NA,NA,NA,NA,NA
